julkaisu_pvm;tuotenimi;malli;tekniset_arvot;tuote_paaryhma_nimi;nimike;viivakoodi;vaaranlaji;tapaus_tulos;tapausnumero;tapauksen_kuvat;muut_tiedot;vastuutaho;asiakirjat;puutteet;paatos
05.08.2011;Osann, Swing Hippo;Sitteri: tuotteessa kiinni lelukaari, johon on kiinnitetty roikkumaan kolme pehmoeläinhahmoa norsu, jänis ja hiiri.;;Tavara;Sitteri;;Tukehtuminen;Palautusmenettely;PEV-20110225-01;http://marek.tukes.fi/Tuote.aspx?kuvaid=10994;Poista tuote käytöstä ja palauta se ostopaikkaan. Yritys kerää tuotteet pois myynnistä ja kuluttajilta. Vaihtoehtoisesti tuotetta voikäyttää ilman leluja (esimerkiksi poistamalla lelut leikkaamalla). Yritys antaa lisätietoja mm. tuotteiden myyntipaikoista ja toimintaohjeista. Yrityksen yhteistiedot ovat tärkeässä turvallisuustiedotteessa.Kuluttajansuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Kuluttajansuojalaissa muutoksineen on tarkemmin kerrottu menettelystä.;Lapsekas Oy ,Maahantuoja,Kaupinkatu 14,45130,KOUVOLA;http://marek.tukes.fi/Tuote.aspx?asiakirjaid=49;Tuotteesta irtoaa pieniä osia, joista voi aiheutua lapsille tukehtumisvaara.;Yritys on vapaaehtoisesti ryhtynyt palautusmenettelyyn.
16.08.2011;7 393541 510446;Item no 51044;E27, 230V lk II IP20;Valaisimet ja valaisintarvikkeet;Pöytävalaisin;7 393541 510446;Sähköisku;Myyntikielto;YNS-20110216-04;http://marek.tukes.fi/Tuote.aspx?kuvaid=9819;Myyntikieltopäätöksellä maahantuoja on velvoitettu keräämään tämä tuote pois myynnistä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Kuluttajasuojalaissa muutoksineen on tarkemmin kerrottu menettelystä.;Talouspörssi / Malista  Oy ,Jakelija,Viilarinkatu 5,20320,TURKU;;Valaisin ei täytä kaksoiseristyksen vaatimia vaatimuksia. Liitäntäjohdon vedonpoistin puuttuu kokonaan. Lisäksi monia muita lievempiä puutteita.;Tukesin päätöksellä tuotteelle on asetettu myyntikielto.
16.08.2011;Mercury;Mercury Verado ulkoperämoottori, mallit 200/225/250/275/300/350 SCi;;Tavara;Perämoottori;;Muut ulkoiset vammat;Palautusmenettely;RIR-20110601-01;Yritys on ollut asiasta yhteydessä tuotteen ostaneisiin kuluttajiin tuotteen korjaamista varten. Katso tarkemmat toimintaohjeet takaisinvetoilmoituksesta.;Brunswick Marine in Finland and the Baltic States Oy ,Maahantuoja,Keilasatama 5,02150,ESPOO;http://marek.tukes.fi/Tuote.aspx?asiakirjaid=51;Moottorin vaihdevika (vaihdekontrollin menettäminen).;Yritys on oma-aloitteisesti lähettänyt tiedotteen kuluttajille ja ryhtynyt tarvittaviin toimenpiteisiin.
17.08.2011;Honda;BF 2.3D-BF225AK1;;Tavara;Perämoottori;;Muut ulkoiset vammat;Palautusmenettely;RIR-20110601-02;Yritys on ollut asiasta yhteydessä tuotteen ostaneisiin kuluttajiin tuotteen korjaamista varten. Katso tarkemmat toimintaohjeet tärkeästä turvallisuustiedotteesta.;OY Brandt AB ,Maahantuoja,Tuupakantie 7B,01740,VANTAA;http://marek.tukes.fi/Tuote.aspx?asiakirjaid=52;Moottorin hätäsammuttimen klipsi voi murtua ja irrota hätäsammuttimesta ja siten aiheuttaa moottorin odottamattoman sammumisen.;Yritys on oma-aloitteisesti lähettänyt tiedotteen kuluttajille ja ryhtynyt tarvittaviin toimenpiteisiin.
18.08.2011;Toro;Työnnettävät ruohonleikkurit, mallinumerot: 20835, 20836 ja 29639;(50 cm ja 48 cm);Tavara;Ruohonleikkuri;;Palovamma;Palautusmenettely;RIR-20110517-01;http://marek.tukes.fi/Tuote.aspx?kuvaid=11173,http://marek.tukes.fi/Tuote.aspx?kuvaid=11174;Tyhjennä polttoainesäiliö (tai aja koneen polttoainesäiliö tyhjäksi). Älä käytä konetta ennen kuin valtuutettu jälleenmyyjä on suorittanut korjaukset.  Katso tarkemmat toimintaohjeet turvallisuustiedotteesta.;Oy Hako Ground & Garden Ab ,Maahantuoja,Sienitie 50,00760,HELSINKI;http://marek.tukes.fi/Tuote.aspx?asiakirjaid=56;Ruohonleikkureiden polttoainejärjestelmän ongelmien / vuotojen aiheuttaman tulipalovaaran takia.;Yritys on oma-aloitteisesti lähettänyt tiedotteen kuluttajille ja ryhtynyt tarvittaviin toimenpiteisiin.
18.08.2011;Toro;CCR 6053R ja 6053ES, mallinumerot: 38567 ja 38569;;Tavara;Lumilinko;;Palovamma;Palautusmenettely;JAL-20110818-01;http://marek.tukes.fi/Tuote.aspx?kuvaid=11172;Tyhjennä polttoainesäiliö (tai aja koneen polttoainesäiliö tyhjäksi). Älä käytä konetta ennen kuin valtuutettu jälleenmyyjä on suorittanut korjaukset.  Katso tarkemmat toimintaohjeet turvallisuustiedotteesta.;Oy Hako Ground & Garden Ab ,Maahantuoja,Sienitie 50,00760,HELSINKI;http://marek.tukes.fi/Tuote.aspx?asiakirjaid=55;Lumilinkojen polttoainejärjestelmän ongelmien / vuotojen aiheuttaman tulipalovaaran takia.;Yritys on oma-aloitteisesti lähettänyt tiedotteen kuluttajille ja ryhtynyt tarvittaviin toimenpiteisiin.
19.08.2011;Thermal Plus;2134 (38-3160 );220-240V, 50Hz, 2000W lkl;Lämmittimet, ilmastointi;Lämmitin, suljettu;6 430033 332870;Palo,Sähköisku;Myyntikielto;HAK-20101125-02;http://marek.tukes.fi/Tuote.aspx?kuvaid=9134,http://marek.tukes.fi/Tuote.aspx?kuvaid=9136,http://marek.tukes.fi/Tuote.aspx?kuvaid=9137;Myyntikieltopäätöksellä maahantuoja on velvoitettu keräämään tämä tuote pois myynnistä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Kuluttajasuojalaissa muutoksineen on tarkemmin kerrottu menettelystä.;Blue Import BIM Oy ,Maahantuoja,Hampuntie 12-14,36220,KANGASALA;;Lämpenemiskokeessa laitteen pinta lämpenee liikaa. Liitäntäjohdon suojajohdinta ei ole mitoitettu siten, että vedonpoistimen mahdollisesti pettäessä virtajohtimet pingottuvat ennen suojajohdinta.;Tukesin päätöksellä tuotteelle on asetettu myyntikielto.
19.08.2011;Cixi City Hongyi;HWD-G13A;220-240V 50 Hz 16(2) A;Asennustarvikkeet, kaapelit, komponentit;Kellokytkin;6 438022 240304;Sähköisku;Myyntikielto;YNS-20101201-03;http://marek.tukes.fi/Tuote.aspx?kuvaid=8778,http://marek.tukes.fi/Tuote.aspx?kuvaid=8780,http://marek.tukes.fi/Tuote.aspx?kuvaid=8779;Myyntikieltopäätöksellä maahantuoja on velvoitettu keräämään tämä tuote pois myynnistä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Kuluttajasuojalaissa muutoksineen on tarkemmin kerrottu menettelystä.;Hong Kong Group Oy ,Maahantuoja,Porttipuistontie 1,01200,VANTAA;;Suojamaan ja verkkojännitteisen osan väliseksi pinta- ja ilmaväliksi mitattiin 1,0 mm, kun vaatimus on 3 mm.;Tukesin päätöksellä tuotteelle on asetettu myyntikielto. Myyntikielto koskee tuote-erää 5/2010 (merkintä arvokilvessä).
19.08.2011;Merox / Ninghai;FL-202;500W, R7s, 220-240V, lk I IP44;Valaisimet ja valaisintarvikkeet;Valonheitin;6 405422 745661;Sähköisku,Palo;Myyntikielto;PER-20101202-01;http://marek.tukes.fi/Tuote.aspx?kuvaid=9015,http://marek.tukes.fi/Tuote.aspx?kuvaid=9016;Myyntikieltopäätöksellä maahantuoja on velvoitettu keräämään tämä tuote pois myynnistä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Kuluttajasuojalaissa muutoksineen on tarkemmin kerrottu menettelystä.;Rautakesko Oy ,Maahantuoja,Tikkurilantie 10,01380,VANTAA;;Käyttökestävyyskokeessa, valaisin 45° kulmassa, valaisimen muovisen kytkentäkotelon toinen kiinnitysruuvi tuli läpi reiän kohdalta sulaneesta muovipohjasta. Valaisin ei olisi kestänyt kytkentäkotelon (reikä pohjassa) osalta IP44 roiskevesikoetta. Lisäksi pari muuta puutetta.;Tukesin päätöksellä tuotteelle on asetettu myyntikielto.
25.08.2011;Petzl;Grigri2-laskeutumis- ja varmistuslaite, mallit D14 2O, D14 2G, D14 2B, sarjanumeron viisi viimeistä numeroa 10326-11136;;Tavara;Kiipeilyturvavaruste;;Muut ulkoiset vammat;Palautusmenettely;APO-20110621-01;http://marek.tukes.fi/Tuote.aspx?kuvaid=11230;Poista tuote käytöstä ja ota yhteyttä yritykseen. Yritys kerää tuotteet pois myynnistä ja kuluttajilta. Yritys antaa lisätietoja mm. tuotteiden myyntipaikoista ja toimintaohjeista. Yrityksen yhteistiedot ovat takaisinvetoilmoituksessa.Kuluttajansuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Kuluttajansuojalaissa muutoksineen on tarkemmin kerrottu menettelystä.;Vandernet Oy ,Maahantuoja,Pälkäneentie 19 A,00510,HELSINKI;http://marek.tukes.fi/Tuote.aspx?asiakirjaid=57;Tuotteessa on vika, jonka seurauksena laite ei lukitu automaattisesti. Siitä voi aiheutua kiipeilijän putoaminen ja vammautuminen.;Yritys on oma-aloitteisesti julkaissut takaisinvetoilmoituksen ja ryhtynyt tarvittaviin toimenpiteisiin.
09.09.2011;MeRox;FL-105;1000W-R7s 220-240V 50Hz IP44 lkl;Valaisimet ja valaisintarvikkeet;Valonheitin;6 405422 745715;Palo;Palautusmenettely;YNS-20110310-01;http://marek.tukes.fi/Tuote.aspx?kuvaid=9986,http://marek.tukes.fi/Tuote.aspx?kuvaid=9988,http://marek.tukes.fi/Tuote.aspx?kuvaid=9989,http://marek.tukes.fi/Tuote.aspx?kuvaid=11418,http://marek.tukes.fi/Tuote.aspx?kuvaid=11419;Poista tuote välittömästi käytöstä. Palautusmenettelyn mukaisella päätöksellä maahantuoja on velvoitettu keräämään tämä tuote pois myynnistä ja myös käyttäjiltä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Kuluttajasuojalaissa muutoksineen on tarkemmin kerrottu menettelystä.;Rautakesko Oy ,Maahantuoja,Tikkurilantie 10,01380,VANTAA;;Valaisin saattaa tietyissä asennoissa lämmittää asennusalustaa selvästi enemmän kuin os sallittua. Lisäksi valaisimen sisäisen johdotus lämpeni niinikään enemmän kuin on sallittu.;Tukesin tekemä palautusmenettelyä koskeva päätös.
12.09.2011;Energetic;1006 (art. nr. 5211 0652 11);;Lamput;LED-lamppu;6 949199 740134;Sähkömagneettinen yhteensopimattomuus;Myyntikielto;YNS-20110325-01;http://marek.tukes.fi/Tuote.aspx?kuvaid=10116,http://marek.tukes.fi/Tuote.aspx?kuvaid=10112,http://marek.tukes.fi/Tuote.aspx?kuvaid=10114,http://marek.tukes.fi/Tuote.aspx?kuvaid=10113;Myyntikieltopäätöksellä maahantuoja on velvoitettu keräämään tämä tuote pois myynnistä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Kuluttajasuojalaissa muutoksineen on tarkemmin kerrottu menettelystä.;Kahil Oy ,Maahantuoja,Merivirta 5,02320,ESPOO;;Laite saattaa aiheuttaa häiriöitä muille sähkö- ja elektroniikkalaitteille.;Tukesin päätöksellä tuotteelle on asetettu myyntikielto.
15.09.2011;Shrilling Chicken;Vinkuva muovikana, puna-keltainen, pituus noin 17 cm;;Tavara;Vinkulelu;4029811231270;Tukehtuminen;Markkinoilta poisto;PIK-20110504-02;http://marek.tukes.fi/Tuote.aspx?kuvaid=10097,http://marek.tukes.fi/Tuote.aspx?kuvaid=11453;Maahantuoja on vapaaehtoisesti kerännyt tuotteen myynnistä. Kuluttajansuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Kuluttajansuojalaissa muutoksineen on tarkemmin kerrottu menettelystä.;Jatic Automaatit Oy ,Agentti/jakelija,Tammelankatu 10 G 31,04430,JÄRVENPÄÄ;;Tuotteen koon ja muodon vuoksi se voi aiheuttaa pienille lapsille tukehtumisvaaran.;Yritys on vapaaehtoisesti poistanut tuotteen markkinoilta.
15.09.2011;Hiekkatäytteinen sammakko;Kirjava, eri värejä. Koko noin 11 cm;;Tavara;Lelu;4029069327107;Tukehtuminen;Palautusmenettely;PIK-20110504-10;http://marek.tukes.fi/Tuote.aspx?kuvaid=10358,http://marek.tukes.fi/Tuote.aspx?kuvaid=10357;Poista tuote käytöstä ja palauta se ostopaikkaan. Yritys kerää tuotteet pois myynnistä ja kuluttajilta. Yritys antaa lisätietoja mm. tuotteiden myyntipaikoista ja toimintaohjeista. Yrityksen yhteistiedot ovat takaisinvetoilmoituksessa.Kuluttajansuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Kuluttajansuojalaissa muutoksineen on tarkemmin kerrottu menettelystä.;Jatic Automaatit Oy ,Agentti/jakelija,Tammelankatu 10 G 31,04430,JÄRVENPÄÄ;http://marek.tukes.fi/Tuote.aspx?asiakirjaid=58;Tuotteesta irtoaa pieniä osia, joista voi aiheutua lapsille tukehtumisvaara. Tuotteessa ei ole varoitusmerkintöjä, jotka kertoisivat kuluttajille, ettei lelu sovellu alle 3-vuotiaille lapsille.;Yritys on vapaaehtoisesti ryhtynyt palautusmenettelyyn.
20.09.2011;T`nB;PINB15U;;Verkkoliitäntäkojeet ja lataus;Vaihtosuuntaaja;3 303170 042250;Sähköisku,Palo;Palautusmenettely;PER-20110222-04;http://marek.tukes.fi/Tuote.aspx?kuvaid=9932,http://marek.tukes.fi/Tuote.aspx?kuvaid=9930,http://marek.tukes.fi/Tuote.aspx?kuvaid=9931,http://marek.tukes.fi/Tuote.aspx?kuvaid=11463;Poista tuote välittömästi käytöstä. Palautusmenettelyn mukaisella päätöksellä maahantuoja on velvoitettu keräämään tämä tuote pois myynnistä ja myös käyttäjiltä. Kuluttajasuojalain mukaan tuotteen saa virheellisenä (turvallisuusvaatimusten vastaisena) palauttaa ostopaikkaan, jotta myyjä voi korjata sen vaatimusten mukaiseksi. Ellei korjausta voida tehdä, myyjällä on oikeus antaa korvaava tuote tilalle tai viime kädessä kaupan saa purkaa. Kuluttajasuojalaissa muutoksineen on tarkemmin kerrottu menettelystä.;Tele-Tukku Oy ,Maahantuoja,Mikontie 3,04430,JÄRVENPÄÄ;;Erotus USB-liittimen ja vaarallisen toisiojännitteen välillä ei täytä vaatimuksia (mitattu 0.3mm, vaadittu 2.0mm). Lisäksi muita vaarallisen jännitteen erotukseen liittyviä puutteita.;Tukesin tekemä palautusmenettelyä koskeva päätös.
